Year,Sem,College,Dept,Num,Section,Instructor,Course Name,Course Level,Total # Students,# Responses,Response Rate,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2026,Spring,Mellon College of Science,BSC,03701,A3,"MCMANUS, JOEL",PRACTICL COMPUTING,Graduate,10,2,20.0%,6.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Mellon College of Science,BSC,03728,A3,"WONG-NOONAN, STEPHANIE",GENOME EDIT BIOTECH,Graduate,14,8,57.1%,5.75,5.00,4.88,4.88,4.63,4.88,4.88,5.00,4.88,4.75
2026,Spring,Mellon College of Science,BSC,03737,A3,"ZHAO, YONGXIN",BIOSENSORS,Graduate,16,14,87.5%,6.07,4.57,4.64,4.71,4.50,4.71,4.50,4.93,4.50,4.36
2026,Spring,Mellon College of Science,BSC,03776,A3,"MCGUIER, NATALIE",MOL TECH BIOPROCESS,Graduate,20,5,25.0%,12.80,4.00,3.60,3.80,4.00,4.20,3.80,3.60,3.80,4.00
2026,Spring,Tepper School of Business,BUS,45701,M3,"SUDBURY, AUSTIN",FINL MANGL ACCNTG II,Graduate,28,8,28.6%,8.75,4.63,4.50,4.50,4.63,4.50,4.50,4.88,4.63,4.38
2026,Spring,Tepper School of Business,BUS,45701,O3,"SUDBURY, AUSTIN",FINL MANGL ACCNTG II,Graduate,27,10,37.0%,11.30,4.50,4.60,4.60,3.90,4.60,4.40,4.90,4.40,4.40
2026,Spring,Tepper School of Business,BUS,45701,P3,"SUDBURY, AUSTIN",FINL MANGL ACCNTG II,Graduate,26,16,61.5%,9.31,4.56,4.69,4.81,4.50,4.69,4.75,4.69,4.56,4.44
2026,Spring,Tepper School of Business,BUS,45710,A3,"OERY, ANIKO",MANGERL ECONOMCS,Graduate,65,25,38.5%,9.56,4.56,4.36,4.36,4.04,4.20,3.88,4.88,3.84,3.84
2026,Spring,Tepper School of Business,BUS,45710,B3,"OERY, ANIKO",MANGERL ECONOMCS,Graduate,70,35,50.0%,9.83,4.31,4.03,4.09,3.83,4.14,3.77,4.77,3.74,3.83
2026,Spring,Tepper School of Business,BUS,45710,C3,"OERY, ANIKO",MANGERL ECONOMCS,Graduate,43,28,65.1%,9.18,4.43,4.39,4.36,4.21,4.46,3.93,4.79,4.00,4.07
2026,Spring,Tepper School of Business,BUS,45751,A3,"PENA, JAVIER",OPTIMIZATION,Graduate,42,30,71.4%,7.73,4.70,4.67,4.73,4.33,4.50,4.57,4.83,4.70,4.53
2026,Spring,Tepper School of Business,BUS,45751,B3,"PENA, JAVIER",OPTIMIZATION,Graduate,69,50,72.5%,8.80,4.50,4.32,4.30,4.08,4.38,4.24,4.68,4.24,4.00
2026,Spring,Tepper School of Business,BUS,45751,C3,"PENA, JAVIER",OPTIMIZATION,Graduate,69,48,69.6%,9.02,4.60,4.29,4.27,4.10,4.38,4.29,4.83,4.31,4.15
2026,Spring,Tepper School of Business,BUS,45752,M3,"SAEEDI, MARYAM",STATISTICAL DEC MAKG,Graduate,28,11,39.3%,8.55,4.09,3.36,3.73,3.36,3.73,3.64,4.82,3.36,3.00
2026,Spring,Tepper School of Business,BUS,45752,O3,"SAEEDI, MARYAM",STATISTICAL DEC MAKG,Graduate,29,12,41.4%,9.25,3.75,3.50,3.67,3.67,3.92,3.92,4.50,3.42,3.42
2026,Spring,Tepper School of Business,BUS,45752,P3,"SAEEDI, MARYAM",STATISTICAL DEC MAKG,Graduate,27,17,63.0%,9.41,3.82,3.47,3.71,3.24,3.94,3.41,4.41,3.24,3.24
2026,Spring,Tepper School of Business,BUS,45800,A3,"SUDBURY, AUSTIN",CORPATE FINL REPRTG,Graduate,23,18,78.3%,10.11,4.72,4.61,4.78,4.56,4.78,4.78,4.78,4.61,4.72
2026,Spring,Tepper School of Business,BUS,45805,B3,,LEAN ENTREPSHP,Graduate,21,9,42.9%,6.67,4.78,5.00,5.00,5.00,5.00,5.00,5.00,4.89,5.00
2026,Spring,Tepper School of Business,BUS,45805,A3,"XU, JJ",LEAN ENTREPSHP,Graduate,20,8,40.0%,7.25,3.63,3.50,3.63,3.88,4.13,3.50,3.75,3.50,3.75
2026,Spring,Tepper School of Business,BUS,45807,A3,"COLLETTI, PATRICK",COMMCLZN & INNV STRG,Graduate,46,30,65.2%,6.20,4.77,4.53,4.67,4.63,4.70,4.63,4.97,4.67,4.73
2026,Spring,Tepper School of Business,BUS,45807,M3,"MARKOVITZ, CRAIG",COMMCLZN & INNV STRG,Graduate,24,13,54.2%,5.69,4.85,4.58,4.54,4.54,4.69,4.62,5.00,4.46,4.54
2026,Spring,Tepper School of Business,BUS,45818,E3,,FRANCHISING,Graduate,23,15,65.2%,6.40,5.00,4.93,4.93,4.93,4.93,4.73,5.00,4.93,5.00
2026,Spring,Tepper School of Business,BUS,45820,A3,"KUEHN, LARS-ALEXANDER",FINANCE II,Graduate,14,10,71.4%,8.30,5.00,5.00,4.90,5.00,5.00,5.00,4.89,4.89,5.00
2026,Spring,Tepper School of Business,BUS,45820,B3,"KUEHN, LARS-ALEXANDER",FINANCE II,Graduate,54,24,44.4%,8.63,4.46,4.46,4.50,4.29,4.54,4.54,4.58,4.58,4.50
2026,Spring,Tepper School of Business,BUS,45820,M3,"KUEHN, LARS-ALEXANDER",FINANCE II,Graduate,34,18,52.9%,8.17,4.72,4.89,4.83,4.56,4.67,4.83,4.89,4.83,4.83
2026,Spring,Tepper School of Business,BUS,45824,A3,"DENES, MATTHEW",VENT CAP & FIN INNO,Graduate,48,39,81.3%,9.13,4.74,4.59,4.69,4.28,4.79,4.55,4.79,4.53,4.49
2026,Spring,Tepper School of Business,BUS,45824,M3,"DENES, MATTHEW",VENT CAP & FIN INNO,Graduate,49,41,83.7%,7.88,4.78,4.80,4.78,4.59,4.85,4.78,4.93,4.78,4.66
2026,Spring,Tepper School of Business,BUS,45830,A3,"GALAK, JEFFREY",MARKETING RESEARCH,Graduate,31,12,38.7%,7.75,4.50,4.58,4.50,4.42,4.50,4.58,4.50,4.58,4.50
2026,Spring,Tepper School of Business,BUS,45830,B3,"GALAK, JEFFREY",MARKETING RESEARCH,Graduate,20,8,40.0%,8.38,4.75,4.50,4.63,4.50,4.75,4.75,4.75,4.75,4.63
2026,Spring,Tepper School of Business,BUS,45830,M3,"GALAK, JEFFREY",MARKETING RESEARCH,Graduate,30,11,36.7%,5.55,4.18,4.09,3.91,3.82,4.10,4.00,4.50,3.90,3.80
2026,Spring,Tepper School of Business,BUS,45831,A3,"LU, JOY",PRICING STRATEGY,Graduate,38,18,47.4%,8.06,4.17,4.28,4.22,4.28,4.22,4.22,4.67,3.94,4.06
2026,Spring,Tepper School of Business,BUS,45831,B3,"LU, JOY",PRICING STRATEGY,Graduate,44,18,40.9%,6.41,4.67,4.78,4.72,4.39,4.72,4.72,4.89,4.56,4.67
2026,Spring,Tepper School of Business,BUS,45840,A3,"SHEA, CATHERINE",NEGOTIATIONS,Graduate,18,10,55.6%,6.50,5.00,5.00,5.00,4.70,5.00,5.00,4.80,4.90,5.00
2026,Spring,Tepper School of Business,BUS,45840,B3,"SHEA, CATHERINE",NEGOTIATIONS,Graduate,23,7,30.4%,7.57,4.57,4.43,4.86,4.57,4.86,4.43,4.43,4.57,4.71
2026,Spring,Tepper School of Business,BUS,45843,A3,"CHOW, ROSALIND",ORGANIZTN PWR & INFL,Graduate,24,18,75.0%,6.83,4.44,4.17,4.33,3.94,4.89,4.72,4.78,4.33,4.33
2026,Spring,Tepper School of Business,BUS,45843,B3,"CHOW, ROSALIND",ORGANIZTN PWR & INFL,Graduate,23,9,39.1%,6.67,4.78,4.67,4.89,4.33,4.78,4.78,4.89,4.67,4.56
2026,Spring,Tepper School of Business,BUS,45848,A3,"LEBEN, DEREK",ETHICS AND AI,Graduate,32,22,68.8%,8.86,4.71,4.67,4.71,4.33,4.86,4.67,4.81,4.62,4.67
2026,Spring,Tepper School of Business,BUS,45848,B3,"LEBEN, DEREK",ETHICS AND AI,Graduate,23,8,34.8%,9.13,4.75,4.63,4.75,3.88,4.88,4.88,4.88,4.75,4.75
2026,Spring,Tepper School of Business,BUS,45850,A3,"LI, ANDREW",APPLCN OF OPERN RESR,Graduate,13,5,38.5%,7.40,4.80,5.00,5.00,4.80,4.80,4.80,4.80,4.80,4.80
2026,Spring,Tepper School of Business,BUS,45860,A3,"AKAN, MUSTAFA",DMND MNGMT PRC OPTMZ,Graduate,18,14,77.8%,6.29,4.57,4.79,4.71,4.14,4.50,4.71,4.86,4.43,4.71
2026,Spring,Tepper School of Business,BUS,45862,A3,"AGRAWAL, DEEPAK",SUPPLY CHAIN MGMT,Graduate,21,16,76.2%,7.63,3.88,3.44,3.63,3.44,4.06,3.50,4.69,3.44,3.44
2026,Spring,Tepper School of Business,BUS,45862,M3,"AGRAWAL, DEEPAK",SUPPLY CHAIN MGMT,Graduate,21,12,57.1%,7.75,4.17,3.25,3.83,3.67,4.17,4.00,4.92,3.50,3.50
2026,Spring,Tepper School of Business,BUS,45868,A3,"CHAPMAN, MING MING",DESIGN THINKING,Graduate,28,11,39.3%,7.18,4.36,3.82,4.18,4.00,4.45,4.18,4.64,3.91,4.00
2026,Spring,Tepper School of Business,BUS,45869,M3,"CHAPMAN, MING MING",DESIGN FOR DIGITAL,Graduate,25,10,40.0%,7.40,4.70,4.60,4.70,4.80,4.70,4.50,4.80,4.40,4.70
2026,Spring,Tepper School of Business,BUS,45870,E3,"MILLER, ROBERT",STRATGC CORPRT MANGM,Graduate,7,3,42.9%,6.00,4.00,4.00,4.00,4.00,4.00,4.33,4.33,4.00,4.00
2026,Spring,Tepper School of Business,BUS,45872,M3,"DERDENGER, TIM",TECHNOLOGY STRATEGY,Graduate,31,6,19.4%,6.00,4.83,4.83,4.83,4.50,4.83,4.83,4.83,4.83,4.83
2026,Spring,Tepper School of Business,BUS,45872,O3,"DERDENGER, TIM",TECHNOLOGY STRATEGY,Graduate,43,20,46.5%,5.75,4.75,4.40,4.60,4.65,4.85,4.80,4.95,4.80,4.65
2026,Spring,Tepper School of Business,BUS,45873,A3,"MAJOR, DAVID",E&I STRATEGIC ADV.,Graduate,9,8,88.9%,6.88,4.88,4.63,4.25,4.38,4.63,4.50,5.00,4.63,4.50
2026,Spring,Tepper School of Business,BUS,45877,A3,"GRELLI, ALEX",CONTRACT LAW,Graduate,27,17,63.0%,7.82,4.76,4.76,4.76,4.65,4.71,4.71,4.82,4.76,4.71
2026,Spring,Tepper School of Business,BUS,45878,A3,"APPLE, REBEKAH",HEALTH SYSTEMS,Graduate,14,8,57.1%,7.25,5.00,4.88,4.75,4.75,5.00,4.88,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,45881,M3,"HUANG, YAN",MODERN DATA MANAGMNT,Graduate,44,21,47.7%,7.14,4.24,4.43,4.52,4.19,4.48,4.33,4.67,4.05,4.10
2026,Spring,Tepper School of Business,BUS,45885,A3,"COLLIER, BENJAMIN",DATA VISUALIZATION,Graduate,48,34,70.8%,7.74,4.74,4.97,4.85,4.67,4.82,4.85,5.00,4.88,4.91
2026,Spring,Tepper School of Business,BUS,45885,M3,"COLLIER, BENJAMIN",DATA VISUALIZATION,Graduate,49,33,67.3%,7.27,4.85,4.88,4.94,4.61,4.88,4.85,4.94,4.88,4.94
2026,Spring,Tepper School of Business,BUS,45893,M3,"DEPRETIS, ABBE",DEI IN THE WORKPLACE,Graduate,23,9,39.1%,6.00,4.56,4.44,4.33,4.33,4.56,4.56,4.89,4.44,4.44
2026,Spring,Tepper School of Business,BUS,45895,A3,"GOYETTE, DAVID",ACTING BUS I,Graduate,7,7,100.0%,4.57,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.86
2026,Spring,Tepper School of Business,BUS,45895,B3,"GOYETTE, DAVID",ACTING BUS I,Graduate,18,18,100.0%,5.83,5.00,5.00,5.00,4.94,4.83,5.00,5.00,4.94,5.00
2026,Spring,Tepper School of Business,BUS,45900,A3,"LIANG, JINGHONG",BUS. LANG. ANALYTICS,Graduate,51,20,39.2%,8.60,4.75,4.70,4.74,4.80,4.70,4.75,4.95,4.75,4.55
2026,Spring,Tepper School of Business,BUS,45970,A3,"SHOURIDEH, ALI",STRATEGIES INFO MKTS,Graduate,11,5,45.5%,7.40,4.80,4.80,4.80,5.00,4.80,5.00,5.00,5.00,4.80
2026,Spring,Tepper School of Business,BUS,45973,A3,"DERDENGER, TIM",PROJECT COURSE,Graduate,3,3,100.0%,8.00,5.00,4.67,4.67,5.00,5.00,4.67,5.00,5.00,4.67
2026,Spring,Tepper School of Business,BUS,45980,A3,"PORTNYKH, MARGARITA",BIG DATA,Graduate,35,22,62.9%,8.27,4.73,4.86,4.65,4.24,4.76,4.71,4.81,4.48,4.52
2026,Spring,Tepper School of Business,BUS,46871,A3,"MONROE, ROBERT",PRINCPLS OF PM,Graduate,10,6,60.0%,15.83,4.67,4.83,4.83,5.00,5.00,4.83,5.00,4.83,4.67
2026,Spring,Tepper School of Business,BUS,46873,A3,"WALTER, BETH",BUS PRES PROD MAN,Graduate,10,6,60.0%,15.33,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,46884,M3,"HUANG, YAN",MODERN DATA MGMT,Graduate,32,21,65.6%,9.95,4.76,4.48,4.48,4.52,4.67,4.48,4.95,4.43,4.48
2026,Spring,Tepper School of Business,BUS,46885,M3,"COLLIER, BENJAMIN",DATA EXPLOR AND VISU,Graduate,34,24,70.6%,8.42,4.96,4.96,4.92,4.88,5.00,4.92,5.00,4.96,4.92
2026,Spring,Tepper School of Business,BUS,46885,A3,"JIANG, ZOEY",DATA EXPLOR AND VISU,Graduate,51,35,68.6%,7.06,4.86,4.83,4.83,4.83,4.83,4.83,4.89,4.83,4.83
2026,Spring,Tepper School of Business,BUS,46885,B3,"JIANG, ZOEY",DATA EXPLOR AND VISU,Graduate,68,41,60.3%,6.39,4.90,4.83,4.90,4.88,4.90,4.88,4.98,4.85,4.72
2026,Spring,Tepper School of Business,BUS,46888,A3,"VAN HOEVE, WILLEM-JAN",OPT PRESCRIPT ANALYT,Graduate,67,27,40.3%,9.56,4.85,4.89,4.85,4.81,4.89,4.85,4.85,4.85,4.77
2026,Spring,Tepper School of Business,BUS,46888,B3,"VAN HOEVE, WILLEM-JAN",OPT PRESCRIPT ANALYT,Graduate,53,17,32.1%,9.06,4.71,4.82,4.82,4.82,4.88,4.88,4.82,4.76,4.76
2026,Spring,Tepper School of Business,BUS,46892,B3,"KHOKHER, ZEIGHAM",DATA ANALY FINANCE,Graduate,80,19,23.8%,8.84,4.47,4.47,4.58,4.58,4.63,4.37,4.74,4.47,4.32
2026,Spring,Tepper School of Business,BUS,46894,A3,"MONTGOMERY, ALAN",ANALYTICAL MARKETING,Graduate,57,10,17.5%,8.00,4.50,4.50,4.50,4.30,4.10,4.40,4.50,4.50,4.11
2026,Spring,Tepper School of Business,BUS,46894,M3,"MONTGOMERY, ALAN",ANALYTICAL MARKETING,Graduate,31,9,29.0%,9.00,5.00,4.56,4.89,4.56,4.89,4.56,4.89,4.67,4.56
2026,Spring,Tepper School of Business,BUS,46927,M3,"REINHART, ALEXANDER",STS MCHN LRN II,Graduate,51,15,29.4%,9.20,4.73,4.60,4.71,4.46,4.79,4.80,4.80,4.67,4.60
2026,Spring,Tepper School of Business,BUS,46927,I3,"REINHART, ALEXANDER",STS MCHN LRN II,Graduate,56,20,35.7%,11.00,4.50,4.80,4.60,4.40,4.65,4.70,4.85,4.60,4.63
2026,Spring,Tepper School of Business,BUS,46927,R3,"REINHART, ALEXANDER",STS MCHN LRN II,Graduate,4,1,25.0%,8.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,46929,M3,"KUCHIBHOTLA, ARUN",FIN TIME SERIES ANLY,Graduate,50,17,34.0%,10.12,4.06,4.35,4.06,3.82,4.12,3.82,4.41,3.76,3.76
2026,Spring,Tepper School of Business,BUS,46929,I3,"KUCHIBHOTLA, ARUN",FIN TIME SERIES ANLY,Graduate,57,22,38.6%,10.18,4.18,4.09,4.23,3.86,4.18,4.18,4.32,4.05,4.05
2026,Spring,Tepper School of Business,BUS,46929,R3,"KUCHIBHOTLA, ARUN",FIN TIME SERIES ANLY,Graduate,4,2,50.0%,9.50,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,3.00
2026,Spring,Tepper School of Business,BUS,46945,M3,"SHKOLNIKOV, MYKHAYLO",STOCHTC CALC FNC II,Graduate,51,20,39.2%,13.55,3.55,3.42,3.74,3.37,3.68,3.79,4.16,3.58,3.37
2026,Spring,Tepper School of Business,BUS,46945,I3,"SHKOLNIKOV, MYKHAYLO",STOCHTC CALC FNC II,Graduate,56,23,41.1%,13.17,4.43,4.39,4.43,4.35,4.35,4.39,4.74,4.39,4.30
2026,Spring,Tepper School of Business,BUS,46973,M3,"KHOKHER, ZEIGHAM",MSCF OPTIONS,Graduate,49,14,28.6%,6.50,3.71,3.21,3.71,3.64,3.64,3.00,4.43,3.14,2.79
2026,Spring,Tepper School of Business,BUS,46973,I3,"KHOKHER, ZEIGHAM",MSCF OPTIONS,Graduate,59,24,40.7%,7.13,4.29,4.08,4.21,4.00,4.25,3.92,4.54,3.83,3.63
2026,Spring,Tepper School of Business,BUS,46990,A3,"BRASHEAR, JEFFREY",AI & BUSINESS,Graduate,70,25,35.7%,5.12,2.96,2.72,2.68,2.64,3.08,2.96,3.56,2.80,2.36
2026,Spring,Tepper School of Business,BUS,47710,A3,"LIANG, YUCHENG",SEMINAR IN ACCOUNTNG,Graduate,4,2,50.0%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47718,A3,"LIANG, JINGHONG",INTRO ACCNTG THEORY,Graduate,2,1,50.0%,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47721,A3,"ROUTLEDGE, BRYAN",SEM FINANCE I,Graduate,5,1,20.0%,8.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47802,A3,"SHOURIDEH, ALI",MICROECONOMICS III,Graduate,4,2,50.0%,8.00,5.00,3.50,4.00,4.00,4.50,4.50,4.50,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47804,A3,"SHI, LIYAN",MACROECONOMICS II,Graduate,6,2,33.3%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47813,A3,"MILLER, ROBERT",ECONOMETRICS III,Graduate,8,3,37.5%,16.00,4.67,4.67,4.67,4.33,5.00,4.67,5.00,4.67,4.67
2026,Spring,Tepper School of Business,BUS,47830,A3,"CORNUEJOLS, GERARD",INTEGER PROGRAMMING,Graduate,11,2,18.2%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47837,A3,"SINGH, KARAN",STAT FDNS OF OR,Graduate,3,3,100.0%,10.00,4.67,4.67,4.67,4.33,5.00,5.00,5.00,5.00,4.67
2026,Spring,Tepper School of Business,BUS,47837,A3,"DIANA, EMILY",STAT FDNS OF OR,Graduate,3,3,100.0%,10.00,4.33,4.67,5.00,4.33,5.00,5.00,5.00,4.67,4.67
2026,Spring,Tepper School of Business,BUS,47889,A3,"OH, JEAN",PROSEMNR OB TOPICS,Graduate,7,4,57.1%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47899,A3,"ARGOTE, LINDA",ORGANIZTL LEARNING,Graduate,11,1,9.1%,11.00,5.00,5.00,4.00,3.00,4.00,4.00,5.00,4.00,5.00
2026,Spring,Tepper School of Business,BUS,47901,A3,"MILLER, ROBERT",ADV ECON ANLYS I STR,Graduate,5,1,20.0%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,47952,A3,"SINGH, PARAM",EST DYN & STRUC MODS,Graduate,8,3,37.5%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Tepper School of Business,BUS,70104,A3,"JAFRY OCONNOR, RUBAB",BLE I,Undergraduate,22,19,86.4%,5.05,4.53,4.21,4.42,4.37,4.53,4.42,4.11,4.26,4.21
2026,Spring,Tepper School of Business,BUS,70104,B3,"JAFRY OCONNOR, RUBAB",BLE I,Undergraduate,44,37,84.1%,4.19,4.57,4.41,4.51,4.46,4.65,4.41,4.00,4.22,4.08
2026,Spring,Tepper School of Business,BUS,70104,C3,"JAFRY OCONNOR, RUBAB",BLE I,Undergraduate,45,37,82.2%,4.68,4.62,4.05,4.41,4.22,4.49,4.08,3.97,4.11,3.92
2026,Spring,Tepper School of Business,BUS,70304,A3,"JAFRY OCONNOR, RUBAB",BLE III,Undergraduate,35,20,57.1%,4.25,4.70,4.50,4.55,4.55,4.65,4.60,4.55,4.55,4.45
2026,Spring,Tepper School of Business,BUS,70304,B3,"JAFRY OCONNOR, RUBAB",BLE III,Undergraduate,15,10,66.7%,5.10,4.30,4.20,4.40,3.80,4.20,4.00,4.00,3.90,4.00
2026,Spring,Tepper School of Business,BUS,70304,C3,"JAFRY OCONNOR, RUBAB",BLE III,Undergraduate,22,12,54.5%,2.75,4.83,4.67,4.67,4.42,4.75,4.25,4.33,4.42,4.42
2026,Spring,Tepper School of Business,BUS,70304,W3,"FADLALLAH, HUSSEIN",BLE III,Undergraduate,31,13,41.9%,2.92,4.85,4.85,4.85,4.85,4.85,4.77,4.85,4.85,4.85
2026,Spring,Tepper School of Business,BUS,70457,A3,"BHATTACHARYAY, RIMA",INTL CONSULT EXP,Undergraduate,8,4,50.0%,5.00,3.50,3.50,3.50,3.00,3.50,3.50,4.25,3.25,3.50
2026,Spring,Carnegie Mellon University,BXA,52190,B3,"MARCUM, CARL",BXA SEM I,Undergraduate,13,1,7.7%,2.00,4.00,2.00,2.00,2.00,4.00,3.00,4.00,2.00,2.00
2026,Spring,Carnegie Mellon University,BXA,52190,A3,"MURRAY, M. STEPHANIE",BXA SEM I,Undergraduate,23,2,8.7%,2.00,4.50,4.00,1.50,2.00,2.00,2.00,5.00,2.50,2.00
2026,Spring,School of Computer Science,CB,02135,A3,"PFENNING, ANDREAS",COMPBIO & SOCIETY,Undergraduate,2,1,50.0%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,School of Computer Science,CB,02180,13,"COMPEAU, PHILLIP",GREAT IDEAS IN CB 1,Undergraduate,41,9,22.0%,9.67,4.89,4.56,4.78,4.44,4.89,4.56,4.78,4.78,4.67
2026,Spring,School of Computer Science,CB,02180,A3,"COMPEAU, PHILLIP",GREAT IDEAS IN CB 1,Undergraduate,41,7,17.1%,9.29,5.00,4.86,5.00,4.33,5.00,4.33,4.67,4.33,4.67
2026,Spring,School of Computer Science,CB,02720,A3,"PFENNING, ANDREAS",COMPBIO AND SOCIETY,Graduate,8,2,25.0%,3.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,College of Fine Arts,CFA,62208,A3,"BLUM, AARON",ALTERNATIVE PHOTO,Undergraduate,5,0,0.0%,,,,,,,,,,
2026,Spring,College of Fine Arts,CFA,62408,A3,"BLOCK, DICK",THTR ARCH I,Undergraduate,8,0,0.0%,,,,,,,,,,
2026,Spring,College of Fine Arts,CFA,62708,A3,"BLOCK, DICK",THEA ARC I GRD,Graduate,14,2,14.3%,5.00,4.00,2.00,2.50,3.50,4.50,2.00,4.50,3.50,2.00
2026,Spring,Carnegie Institute of Technology,CHE,06642,A3,"KITCHIN, JOHN",DATA VISUALIZATION,Graduate,12,5,41.7%,9.80,5.00,5.00,5.00,5.00,4.80,5.00,5.00,5.00,5.00
2026,Spring,Carnegie Institute of Technology,CIT,39611,A3,"BLACKHURST, MICHAEL",ENRY DEMD & UTILZTN,Graduate,21,5,23.8%,8.60,4.80,4.60,4.80,4.80,5.00,5.00,5.00,5.00,4.80
2026,Spring,Carnegie Mellon University,CMU,99153,A3,"LUSK, ANGELA",MINDFUL LIVING,Undergraduate,10,1,10.0%,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2026,Spring,Carnegie Mellon University,CMU,99250,W3,"THOMAS, MARIAMMA",SEMINAR PEER MENTOR,Undergraduate,14,2,14.3%,3.50,4.50,2.50,3.00,3.50,3.50,3.00,4.00,3.50,2.50
